,rowID,Genre,UserRatings,LowerDownloads,FuzzyRisk,JavaFiles,DefectCount,LOC,OPrivCount,UPrivCount,PermissionCount,jlint
0-3,221387,Simulation,2.4,1000000,92,3567,6,403524,0,5,0,559
0-3,221449,Simulation,2.9,500000,92,3681,6,414751,0,6,0,596
0-3,221576,Entertainment,2.5,10000,92,488,9,65996,0,1,0,145
0-3,221608,Tools,2.6,5000,92,827,6,97691,2,2,0,212
0-3,221682,Tools,2.4,5000,0,469,13768,44168,0,6,0,99
0-3,221705,Casual,2.9,1000,51,318,6,29759,1,4,0,154
0-3,221706,Education,2.5,5000,51,263,6,24163,1,6,0,127
0-3,221766,Tools,2.3,1000,51,339,3,32182,0,7,0,144
0-3,221768,Productivity,2.3,100000,51,1696,12,157469,4,4,0,519
0-3,222142,News & Magazines,2.9,5000,51,1069,9,98808,3,1,0,233
0-3,222162,Puzzle,2.5,1000,0,635,6,148546,0,5,0,191
0-3,222166,Entertainment,2.8,1000,51,398,12,38961,2,1,0,101
0-3,222260,Personalization,2.1,10000,50,435,9,45641,1,3,0,97
0-3,222390,Casual,2.9,10000,50,70,6,11889,3,3,0,35
0-3,222444,Puzzle,2.9,5000,51,502,15,39161,0,6,0,177
0-3,222457,Travel & Local,2.8,1000,0,35,12,2209,0,0,0,4
0-3,222526,Tools,1,1000,51,14,6,2459,4,0,0,4
0-3,222635,Productivity,2.9,50000,51,340,12,29121,1,0,0,59
0-3,222703,Tools,2.7,1000,92,1921,9,237172,1,1,0,335
0-3,222935,Finance,2.4,50000,92,2159,123270,235073,0,13,0,727
0-3,222979,Business,2.3,1000,50,462,6,38903,3,0,0,77
0-3,223018,Travel & Local,2.9,10000,100,5771,103,657699,0,10,0,1270
0-3,223323,Music & Audio,2.8,1000,0,1148,6,119612,0,4,0,229
0-3,223362,Communication,2.4,1000,51,1077,9,107118,4,1,0,245
0-3,223363,Communication,2.9,1000,51,1077,9,107115,4,1,0,245
0-3,223364,Communication,2.7,1000,51,1093,9,108652,0,11,0,252
0-3,223949,Arcade,2,1000,50,61,6,7329,0,0,0,18
0-3,224089,Tools,2.5,1000,0,16,3,949,0,0,0,16
0-3,224149,Business,2.6,1000,51,302,6,27122,2,1,0,49
0-3,224158,Board,2.5,10000,51,151,9,15075,0,7,0,90
0-3,224243,Transportation,2.9,100000,50,101,6,8652,0,1,0,6
0-3,224366,Casual,2.8,10000,92,4963,21,542754,1,7,0,1011
0-3,224378,Health & Fitness,2.7,5000,0,344,9,31646,0,6,0,137
0-3,224616,Lifestyle,2.7,5000,50,111,3,8234,2,1,0,40
0-3,224762,Sports,2.3,1000,100,2584,5126,310001,4,1,0,753
0-3,224812,Travel & Local,2.8,1000,50,615,6,72978,2,2,0,158
0-3,224817,Travel & Local,1.9,1000,50,617,6,73200,2,2,0,158
0-3,224846,Health & Fitness,1,1000,51,214,30,14429,1,1,0,8
0-3,224848,Health & Fitness,2.1,5000,51,202,27,13400,1,1,0,8
0-3,224905,Simulation,2.3,50000,50,2106,9,195236,3,2,0,495
0-3,224947,Education,2.5,1000,50,166,6,19200,4,1,0,1197
0-3,224959,Entertainment,2.9,10000,51,358,12,35984,1,2,0,107
0-3,225316,Finance,2.5,5000,51,126,6,16827,0,6,0,65
0-3,225350,Lifestyle,2,1000,50,943,6,105644,1,7,0,388
0-3,225368,Casual,2.3,1000,51,147,3,14770,0,0,0,50
0-3,225416,Strategy,2.7,1000,92,1542,15,220831,0,3,0,726
0-3,225453,Productivity,2.8,1000,0,99,12,12057,0,8,0,53
0-3,225654,Tools,2.7,1000,92,192,6,26289,0,6,0,92
0-3,225757,Media & Video,2.9,1000,92,2416,6,340189,0,4,0,504
0-3,225861,Business,2.1,10000,100,3556,12,446421,0,10,0,1089
0-3,226019,Entertainment,2.8,1000,51,961,15,108039,0,6,0,309
0-3,226023,Lifestyle,2.8,5000,50,2539,12,292159,3,3,0,757
0-3,226061,Books & Reference,2.9,1000,92,397,6,43479,0,3,0,142
0-3,226138,News & Magazines,2.5,10000,92,215,9,22186,0,5,0,70
0-3,226258,Social,2.9,5000,51,1257,15,235100,2,5,0,1080
0-3,226312,Transportation,2.8,1000,50,122,9,9668,3,0,0,23
0-3,226448,Communication,2.3,10000,51,72,9,6163,0,0,0,17
0-3,226574,Lifestyle,1.3,1000,51,12,3,393,0,0,0,0
0-3,226637,Media & Video,2.6,100000,92,5319,12,550966,0,5,0,1088
0-3,226638,Media & Video,2.4,100000,92,5319,12,551084,0,5,0,1088
0-3,226639,Media & Video,2.2,100000,92,5321,12,551068,0,5,0,1088
0-3,226891,Health & Fitness,2.1,1000,50,1184,15,108651,3,0,0,244
0-3,227082,Sports,2.8,500000,51,475,9,43518,0,1,0,113
0-3,227213,Entertainment,2.7,1000,51,105,3,9931,0,1,0,25
0-3,227591,Productivity,2.7,100000,51,533,12,60361,0,3,0,191
0-3,227611,Tools,2.9,100000,92,2447,9,282367,0,1,0,493
0-3,227641,Tools,2.7,10000,51,469,6,48219,0,4,0,98
0-3,227652,Books & Reference,2.2,10000,51,271,6,28462,3,0,0,113
0-3,227697,Business,2.5,1000,50,889,20,109605,3,2,0,326
0-3,227752,Puzzle,2.1,1000,92,1580,6,184826,0,2,0,475
0-3,227754,Entertainment,2.2,1000,92,178,6,19976,0,6,0,64
0-3,227799,Tools,2.7,5000,51,103,9,12544,0,6,0,56
0-3,227851,Business,2.5,100000,100,3556,12,446422,0,10,0,1089
0-3,227889,Casual,2.9,1000,50,1298,12,131374,0,9,0,492
0-3,227896,Casual,2.8,5000,50,1703,12,162481,0,4,0,366
0-3,228242,Tools,2,1000,51,186,3354,15238,0,0,0,42
0-3,228285,Entertainment,2.8,1000000,92,5718,21,569207,1,6,0,955
0-3,228329,Medical,2.2,5000,51,109,3,11928,0,0,0,44
0-3,228429,Education,1.3,1000,51,734,15,82976,0,6,0,264
0-3,228517,Finance,2.8,10000,51,600,6,59278,1,2,0,96
0-3,228557,Entertainment,2.8,100000,100,5439,6,548312,0,3,0,927
0-3,228760,Lifestyle,2.8,1000,50,4135,18,416464,0,3,0,1232
0-3,228761,Entertainment,2.7,50000,51,173,6,15074,0,1,0,60
0-3,228858,Lifestyle,2.8,50000,51,23,3,1221,0,0,0,1
0-3,228955,Shopping,2.8,1000,51,309,6,22554,0,4,0,96
0-3,229045,Health & Fitness,1.9,5000,50,1260,9,100624,3,1,0,323
0-3,229094,Tools,2.7,1000,92,495,9,66710,0,1,0,151
0-3,229204,Tools,2.4,5000,51,485,6,44801,0,1,0,118
0-3,229244,Tools,2.9,10000,51,657,9,72764,0,5,0,285
0-3,229300,Sports,2.5,1000,51,870,15,75971,1,0,0,151
0-3,229369,Business,2.6,1000,51,594,12,59893,2,1,0,103
0-3,229378,Lifestyle,2.7,5000,50,80,3,6349,5,0,0,12
0-3,229428,Books & Reference,2.6,1000,51,75,3,8059,0,1,0,33
0-3,229442,Finance,2.8,50000,50,2746,19,322630,4,2,0,1222
0-3,229464,Communication,2.8,10000,50,2080,18,230015,0,5,0,652
0-3,229587,Social,2.6,1000,50,54,3,8339,2,1,0,32
0-3,229616,Communication,2.3,10000,50,1156,12,132207,0,15,0,547
0-3,229820,Health & Fitness,2.7,10000,51,189,9,13076,0,1,0,24
0-3,229897,Productivity,2.9,1000,51,257,6,35373,1,4,0,121
0-3,229954,Education,2.1,5000,51,110,6,12469,0,9,0,55
0-3,230074,Arcade,2.8,1000,51,1132,12,114517,0,7,0,361
0-3,230146,Tools,2.7,5000,51,125,6,12119,0,0,0,31
0-3,230223,Lifestyle,2.8,10000,51,96,3,6792,0,1,0,16
0-3,230229,Lifestyle,2.8,5000,50,79,3,5078,3,0,0,3
0-3,230267,Education,2.5,1000,51,904,9,133623,0,9,0,586
0-3,230322,Travel & Local,2.7,1000,50,412,9,45181,0,4,0,143
0-3,230338,Arcade,2.1,1000,51,1354,12,109662,1,5,0,372
0-3,230358,Entertainment,1.8,5000,0,19,3,1801,0,0,0,2
0-3,230524,Finance,2.7,1000,51,529,6,73753,0,0,0,264
0-3,230611,Entertainment,2.4,10000,51,580,15,59496,0,1,0,114
0-3,230615,Entertainment,2.4,10000,51,581,15,61262,0,1,0,120
0-3,230639,Business,2.2,1000,51,654,12,88321,0,9,0,361
0-3,230695,Medical,2.6,1000,51,1008,9,85850,1,1,0,261
0-3,230794,Education,2.8,5000,51,1728,15,192831,0,5,0,581
0-3,230855,Lifestyle,2.7,1000,50,58,3,3204,1,0,0,1
0-3,230885,Finance,2.8,1000,50,162,9,15251,1,2,0,44
0-3,230968,Music & Audio,2.8,10000,51,53,3660,5512,1,1,0,26
0-3,231001,Lifestyle,2.6,10000,51,586,6,50989,0,0,0,114
0-3,231018,Shopping,2.8,1000,100,3154,9,353761,1,1,0,460
0-3,231245,Music & Audio,2.9,1000,0,340,6,31076,0,3,0,68
0-3,231375,Strategy,2.4,10000,92,2541,6,299055,1,2,0,469
0-3,231541,Trivia,2.4,10000,50,386,3,29005,0,3,0,130
0-3,231731,Books & Reference,2.9,1000,51,251,6,25668,0,0,0,68
0-3,231805,Health & Fitness,2,10000,50,1164,15,107320,2,1,0,207
0-3,231821,Tools,2.3,1000,0,22,3,2031,0,0,0,2
0-3,231872,Educational,2.6,1000,92,919,6,84581,0,12,0,143
0-3,232505,Media & Video,2.9,10000,100,3694,15,571515,5,0,0,1638
0-3,232523,Travel & Local,2.6,1000000,50,2461,203441,215323,1,3,0,558
